hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,customer_type,country,adr,total_nights,revenue,deposit_type,distribution_channel,market_segment
City Hotel,0,173,2015,3,3,0,Transient,DEU,138.75,3,416.25,No Deposit,TA/TO,Direct
Resort Hotel,0,235,2016,10,0,2,Transient,PRT,71.9,2,143.79,No Deposit,TA/TO,Online TA
City Hotel,1,167,2017,2,1,0,Transient,FRA,41.83,1,0.0,No Deposit,Corporate,Offline TA/TO
City Hotel,0,243,2016,6,0,3,Transient-Party,RUS,99.88,3,299.65,No Deposit,TA/TO,Direct
City Hotel,0,548,2015,9,0,2,Contract,ITA,123.39,2,246.78,Non Refund,TA/TO,Offline TA/TO
Resort Hotel,0,132,2017,5,0,3,Transient-Party,GBR,150.69,3,452.08,No Deposit,TA/TO,Groups
Resort Hotel,0,196,2016,9,2,3,Transient,PRT,87.68,5,438.38,No Deposit,TA/TO,Groups
City Hotel,0,33,2016,9,1,1,Transient,FRA,90.67,2,181.33,No Deposit,GDS,Online TA
Resort Hotel,0,67,2016,9,0,0,Transient-Party,BRA,67.76,1,67.76,No Deposit,TA/TO,Direct
City Hotel,0,54,2015,4,0,2,Transient,BRA,82.36,2,164.72,No Deposit,TA/TO,Groups
City Hotel,1,33,2015,12,2,0,Transient-Party,NLD,45.83,2,0.0,No Deposit,TA/TO,Groups
City Hotel,1,5,2016,9,1,2,Transient,PRT,71.4,3,0.0,No Deposit,TA/TO,Groups
City Hotel,0,13,2017,3,1,0,Transient,IRL,80.5,1,80.5,No Deposit,TA/TO,Groups
Resort Hotel,1,74,2017,10,1,0,Transient-Party,PRT,131.14,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,134,2017,7,0,0,Transient,PRT,157.89,1,0.0,Non Refund,TA/TO,Direct
City Hotel,0,82,2017,7,0,0,Group,PRT,113.53,1,113.53,No Deposit,TA/TO,Online TA
City Hotel,0,22,2016,9,0,0,Transient,POL,87.84,1,87.84,No Deposit,TA/TO,Groups
City Hotel,0,131,2016,4,2,0,Transient,GBR,97.09,2,194.17,No Deposit,TA/TO,Online TA
City Hotel,0,156,2017,11,1,1,Transient,GBR,93.92,2,187.84,No Deposit,Direct,Online TA
City Hotel,1,355,2016,3,2,0,Transient,FRA,136.98,2,0.0,Non Refund,TA/TO,Online TA
Resort Hotel,0,6,2017,9,0,1,Transient,PRT,105.87,1,105.87,No Deposit,Corporate,Corporate
Resort Hotel,0,112,2016,8,1,3,Transient-Party,FRA,99.62,4,398.47,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,1,6,2017,6,0,0,Transient,PRT,100.12,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,6,2016,6,2,0,Transient,GBR,19.59,2,39.17,No Deposit,TA/TO,Groups
City Hotel,0,13,2017,3,1,3,Transient,ITA,114.98,4,459.92,No Deposit,TA/TO,Online TA
City Hotel,1,7,2016,11,1,2,Transient,FRA,90.49,3,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,60,2017,9,1,0,Transient,FRA,76.69,1,76.69,No Deposit,TA/TO,Groups
City Hotel,0,29,2016,6,1,0,Transient,RUS,109.66,1,109.66,Non Refund,TA/TO,Online TA
City Hotel,0,162,2016,11,1,0,Transient,PRT,94.16,1,94.16,No Deposit,TA/TO,Online TA
City Hotel,0,17,2016,6,1,2,Transient,IRL,121.85,3,365.54,No Deposit,TA/TO,Online TA
City Hotel,0,173,2016,8,1,0,Transient,FRA,166.88,1,166.88,No Deposit,Corporate,Direct
City Hotel,1,63,2017,4,0,1,Transient,ESP,55.95,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,3,2017,10,0,2,Transient,FRA,111.35,2,222.7,Refundable,TA/TO,Online TA
City Hotel,0,652,2015,1,1,3,Transient,FRA,65.19,4,260.76,No Deposit,TA/TO,Online TA
Resort Hotel,0,128,2016,6,0,3,Transient,ITA,64.72,3,194.16,Non Refund,TA/TO,Offline TA/TO
City Hotel,0,568,2015,1,2,1,Transient-Party,BEL,82.91,3,248.72,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,3,2015,5,1,0,Contract,GBR,109.38,1,109.38,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,65,2016,10,1,2,Transient,NLD,106.56,3,319.68,No Deposit,TA/TO,Online TA
Resort Hotel,0,382,2017,12,1,2,Transient,GBR,68.34,3,205.02,No Deposit,TA/TO,Corporate
City Hotel,0,39,2017,10,1,0,Contract,PRT,84.47,1,84.47,Non Refund,TA/TO,Direct
City Hotel,0,2,2017,10,2,1,Transient,ESP,159.93,3,479.79,No Deposit,TA/TO,Online TA
City Hotel,1,81,2016,4,0,3,Transient,PRT,93.51,3,0.0,No Deposit,Direct,Direct
Resort Hotel,0,16,2016,12,1,1,Transient,PRT,59.52,2,119.05,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,13,2016,1,0,1,Transient,FRA,109.33,1,109.33,No Deposit,Corporate,Online TA
City Hotel,0,240,2017,8,0,0,Contract,GBR,101.34,1,101.34,No Deposit,TA/TO,Online TA
City Hotel,0,6,2017,11,1,1,Transient,GBR,106.85,2,213.7,No Deposit,TA/TO,Online TA
Resort Hotel,0,68,2015,2,1,0,Contract,PRT,96.81,1,96.81,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,31,2015,4,1,2,Transient,FRA,81.1,3,243.3,No Deposit,Corporate,Corporate
City Hotel,0,60,2015,10,0,0,Transient,IRL,158.31,1,158.31,No Deposit,TA/TO,Online TA
City Hotel,0,3,2016,2,3,4,Transient,FRA,139.01,7,973.06,No Deposit,Corporate,Online TA
City Hotel,0,557,2016,8,0,0,Contract,PRT,96.32,1,96.32,No Deposit,TA/TO,Online TA
City Hotel,1,552,2015,9,1,0,Group,PRT,94.42,1,0.0,Non Refund,TA/TO,Online TA
Resort Hotel,0,7,2015,9,1,2,Transient-Party,PRT,76.08,3,228.23,No Deposit,TA/TO,Online TA
City Hotel,0,8,2016,8,1,0,Transient-Party,ITA,74.85,1,74.85,No Deposit,TA/TO,Online TA
Resort Hotel,1,89,2015,10,1,2,Transient,FRA,111.24,3,0.0,No Deposit,TA/TO,Direct
Resort Hotel,0,62,2015,9,1,2,Transient,NLD,106.7,3,320.09,No Deposit,Direct,Offline TA/TO
Resort Hotel,0,11,2017,5,3,1,Transient,PRT,121.21,4,484.83,No Deposit,TA/TO,Online TA
City Hotel,0,68,2016,1,1,0,Contract,PRT,107.92,1,107.92,No Deposit,TA/TO,Complementary
City Hotel,0,51,2016,9,1,1,Transient,PRT,92.0,2,184.0,No Deposit,TA/TO,Online TA
City Hotel,1,91,2016,3,2,1,Transient,ESP,98.18,3,0.0,No Deposit,TA/TO,Groups
City Hotel,1,17,2017,8,1,1,Transient,ESP,68.42,2,0.0,No Deposit,TA/TO,Groups
City Hotel,0,0,2016,5,2,4,Contract,USA,100.79,6,604.72,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,92,2015,11,3,1,Transient,PRT,96.85,4,387.42,No Deposit,TA/TO,Complementary
City Hotel,0,118,2015,8,1,2,Transient,ESP,103.14,3,309.41,No Deposit,TA/TO,Online TA
City Hotel,0,136,2017,5,0,0,Transient-Party,PRT,116.98,1,116.98,No Deposit,TA/TO,Online TA
Resort Hotel,0,33,2015,10,0,0,Transient-Party,ESP,10.0,1,10.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,3,2016,3,1,0,Transient-Party,DEU,102.83,1,102.83,No Deposit,TA/TO,Online TA
City Hotel,0,3,2016,3,2,1,Transient,ESP,124.2,3,372.61,No Deposit,TA/TO,Online TA
Resort Hotel,0,121,2016,8,1,0,Contract,BEL,70.92,1,70.92,No Deposit,TA/TO,Online TA
City Hotel,0,14,2017,1,0,2,Transient,IRL,80.47,2,160.95,Refundable,TA/TO,Online TA
City Hotel,0,146,2015,3,0,2,Contract,CHN,124.14,2,248.28,No Deposit,TA/TO,Complementary
City Hotel,0,93,2016,5,1,0,Transient,PRT,44.83,1,44.83,No Deposit,Corporate,Complementary
Resort Hotel,0,4,2015,1,0,1,Contract,BEL,165.91,1,165.91,Non Refund,TA/TO,Groups
City Hotel,0,170,2015,6,0,2,Transient,AUT,100.39,2,200.78,No Deposit,TA/TO,Direct
City Hotel,0,254,2016,3,1,0,Transient,CHE,70.28,1,70.28,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,27,2015,4,1,1,Transient,USA,86.94,2,173.88,No Deposit,TA/TO,Online TA
Resort Hotel,0,119,2015,4,0,0,Transient,PRT,149.92,1,149.92,No Deposit,TA/TO,Direct
City Hotel,1,145,2017,11,2,2,Transient,POL,142.48,4,0.0,No Deposit,TA/TO,Corporate
City Hotel,1,112,2016,3,2,2,Transient,GBR,122.83,4,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,460,2015,6,2,1,Transient-Party,PRT,69.77,3,0.0,No Deposit,Corporate,Direct
City Hotel,0,3,2017,11,0,0,Group,PRT,124.8,1,124.8,No Deposit,TA/TO,Corporate
City Hotel,0,10,2017,6,0,0,Transient,PRT,77.29,1,77.29,No Deposit,TA/TO,Groups
City Hotel,0,1,2016,8,0,2,Transient-Party,PRT,10.2,2,20.39,No Deposit,TA/TO,Online TA
Resort Hotel,0,29,2016,3,0,3,Transient,USA,60.2,3,180.61,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,153,2016,5,1,0,Transient,FRA,101.56,1,101.56,No Deposit,TA/TO,Corporate
Resort Hotel,0,54,2015,6,0,4,Contract,PRT,112.75,4,450.98,No Deposit,TA/TO,Complementary
City Hotel,0,34,2017,6,2,2,Transient,PRT,99.72,4,398.88,Non Refund,TA/TO,Groups
City Hotel,1,21,2015,5,0,0,Transient,GBR,101.98,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,23,2015,7,2,0,Transient-Party,ITA,63.11,2,126.22,No Deposit,TA/TO,Aviation
City Hotel,1,25,2016,9,1,3,Transient,DEU,108.65,4,0.0,No Deposit,Corporate,Corporate
Resort Hotel,0,50,2016,8,1,1,Contract,GBR,130.71,2,261.43,No Deposit,TA/TO,Complementary
Resort Hotel,0,421,2015,10,3,1,Transient,ESP,93.18,4,372.74,No Deposit,TA/TO,Online TA
Resort Hotel,0,14,2016,3,1,1,Transient-Party,ESP,39.74,2,79.47,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,261,2016,1,2,2,Transient,FRA,64.62,4,258.49,No Deposit,TA/TO,Corporate
City Hotel,1,53,2016,6,2,0,Transient,FRA,55.94,2,0.0,No Deposit,Direct,Online TA
Resort Hotel,0,174,2017,3,2,0,Transient-Party,PRT,85.63,2,171.26,Non Refund,TA/TO,Offline TA/TO
City Hotel,0,13,2017,11,1,0,Transient,BRA,76.08,1,76.08,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,155,2016,6,1,1,Transient,ESP,77.23,2,154.45,No Deposit,TA/TO,Aviation
City Hotel,0,75,2016,1,2,2,Transient,PRT,121.77,4,487.08,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,33,2016,12,0,1,Group,FRA,60.43,1,60.43,No Deposit,TA/TO,Online TA
Resort Hotel,0,9,2017,3,2,0,Transient,PRT,86.98,2,173.96,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,7,2017,3,2,1,Transient,NLD,130.96,3,392.88,No Deposit,TA/TO,Direct
City Hotel,0,22,2017,4,2,3,Transient,FRA,105.97,5,529.84,No Deposit,TA/TO,Online TA
Resort Hotel,0,7,2015,7,0,0,Transient,GBR,93.8,1,93.8,No Deposit,TA/TO,Online TA
Resort Hotel,0,44,2015,8,1,0,Transient,ITA,149.78,1,149.78,No Deposit,Direct,Offline TA/TO
Resort Hotel,0,7,2016,12,0,3,Transient,DEU,32.08,3,96.25,Non Refund,TA/TO,Corporate
Resort Hotel,0,270,2017,6,1,0,Group,PRT,136.6,1,136.6,Non Refund,TA/TO,Corporate
Resort Hotel,0,2,2015,10,1,0,Transient-Party,NOR,84.48,1,84.48,No Deposit,TA/TO,Online TA
Resort Hotel,0,5,2016,5,0,1,Contract,SWE,87.82,1,87.82,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,6,2015,12,0,0,Transient,FRA,170.4,1,170.4,No Deposit,TA/TO,Online TA
City Hotel,0,287,2015,6,1,2,Transient,USA,124.29,3,372.88,Non Refund,TA/TO,Direct
City Hotel,0,629,2016,10,1,2,Transient,PRT,40.99,3,122.97,No Deposit,TA/TO,Groups
City Hotel,0,17,2017,1,1,2,Contract,PRT,123.83,3,371.48,No Deposit,TA/TO,Online TA
City Hotel,0,154,2017,11,0,0,Transient,PRT,152.5,1,152.5,No Deposit,TA/TO,Online TA
City Hotel,1,148,2016,1,1,0,Transient,IRL,94.22,1,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,8,2017,6,2,1,Transient,ESP,143.94,3,431.82,No Deposit,TA/TO,Online TA
City Hotel,1,176,2015,11,0,0,Transient,FRA,71.39,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,3,2017,7,2,1,Transient,IRL,110.63,3,0.0,No Deposit,TA/TO,Direct
Resort Hotel,0,76,2015,3,0,0,Group,ITA,126.01,1,126.01,No Deposit,TA/TO,Online TA
City Hotel,0,196,2015,4,3,2,Transient,SWE,115.11,5,575.57,No Deposit,Direct,Online TA
City Hotel,0,1,2016,6,1,2,Transient,GBR,114.95,3,344.86,No Deposit,GDS,Groups
Resort Hotel,0,6,2015,12,2,0,Contract,FRA,80.04,2,160.08,No Deposit,TA/TO,Online TA
City Hotel,1,61,2015,9,2,0,Transient,GBR,128.5,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,42,2016,11,3,1,Transient,AUS,106.15,4,424.62,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,45,2017,8,1,2,Transient,PRT,98.39,3,295.18,No Deposit,TA/TO,Online TA
City Hotel,0,146,2015,5,1,1,Transient,FRA,98.16,2,196.32,No Deposit,TA/TO,Corporate
City Hotel,0,25,2017,12,0,2,Transient,ESP,127.51,2,255.03,No Deposit,Corporate,Online TA
Resort Hotel,0,29,2016,3,1,0,Transient,GBR,97.79,1,97.79,No Deposit,TA/TO,Online TA
City Hotel,0,313,2016,7,0,0,Contract,PRT,118.74,1,118.74,No Deposit,TA/TO,Direct
Resort Hotel,0,4,2017,11,0,2,Transient,BEL,85.65,2,171.29,No Deposit,TA/TO,Online TA
City Hotel,0,2,2017,2,1,2,Group,BEL,87.63,3,262.88,No Deposit,Corporate,Online TA
City Hotel,1,179,2017,10,2,0,Transient,PRT,124.35,2,0.0,Non Refund,TA/TO,Offline TA/TO
Resort Hotel,1,467,2015,5,0,1,Transient,NLD,81.29,1,0.0,No Deposit,Corporate,Groups
City Hotel,0,212,2017,1,3,0,Transient,FRA,116.32,3,348.95,No Deposit,Direct,Offline TA/TO
City Hotel,0,6,2015,12,1,3,Transient,ESP,112.52,4,450.08,No Deposit,TA/TO,Corporate
Resort Hotel,0,0,2016,5,1,0,Transient,BEL,72.61,1,72.61,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,121,2016,10,2,0,Transient,PRT,90.79,2,181.59,No Deposit,TA/TO,Online TA
City Hotel,0,4,2015,6,0,0,Transient,PRT,105.3,1,105.3,No Deposit,TA/TO,Online TA
City Hotel,0,46,2015,10,2,0,Transient,NLD,100.27,2,200.55,No Deposit,TA/TO,Groups
City Hotel,1,574,2015,5,1,0,Transient,ESP,143.71,1,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,18,2016,4,2,0,Transient,FRA,68.29,2,136.59,No Deposit,TA/TO,Direct
City Hotel,0,19,2015,12,1,2,Transient-Party,PRT,115.81,3,347.43,No Deposit,TA/TO,Groups
City Hotel,0,104,2017,7,3,3,Transient,ESP,144.22,6,865.3,Non Refund,TA/TO,Offline TA/TO
City Hotel,1,135,2016,4,3,0,Transient,FRA,118.04,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,46,2017,5,1,1,Transient,DEU,81.86,2,163.72,No Deposit,TA/TO,Online TA
City Hotel,0,15,2015,4,1,0,Contract,PRT,66.5,1,66.5,No Deposit,TA/TO,Online TA
City Hotel,0,0,2016,4,1,1,Transient,DEU,119.34,2,238.69,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,11,2017,11,3,3,Transient-Party,FRA,95.3,6,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,9,2017,4,0,0,Transient,GBR,143.59,1,143.59,No Deposit,TA/TO,Groups
City Hotel,0,4,2017,6,2,0,Transient,NLD,84.17,2,168.34,No Deposit,TA/TO,Groups
Resort Hotel,0,24,2016,9,0,0,Transient,CHE,84.96,1,84.96,No Deposit,TA/TO,Online TA
City Hotel,0,41,2015,3,1,2,Transient,PRT,120.87,3,362.6,No Deposit,TA/TO,Complementary
Resort Hotel,0,72,2017,3,2,1,Transient-Party,IRL,102.7,3,308.09,No Deposit,TA/TO,Online TA
City Hotel,0,47,2015,8,2,0,Transient,GBR,86.91,2,173.81,No Deposit,TA/TO,Aviation
Resort Hotel,1,119,2015,9,1,0,Transient,FRA,138.85,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,23,2016,4,0,0,Transient,AUT,70.44,1,70.44,Non Refund,TA/TO,Online TA
City Hotel,1,320,2017,7,1,2,Transient,GBR,34.66,3,0.0,No Deposit,TA/TO,Corporate
City Hotel,1,55,2016,2,2,0,Transient,FRA,76.86,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,106,2017,12,0,3,Transient-Party,ROU,69.53,3,208.59,No Deposit,TA/TO,Online TA
Resort Hotel,0,22,2016,1,2,0,Transient,BEL,172.98,2,345.96,No Deposit,TA/TO,Groups
City Hotel,1,139,2015,3,1,0,Transient,DEU,35.74,1,0.0,No Deposit,TA/TO,Corporate
City Hotel,0,9,2017,10,2,2,Transient,ITA,80.81,4,323.24,No Deposit,TA/TO,Online TA
City Hotel,0,82,2017,9,1,0,Transient,PRT,179.66,1,179.66,No Deposit,TA/TO,Corporate
City Hotel,0,251,2015,5,1,0,Transient,PRT,109.89,1,109.89,No Deposit,TA/TO,Online TA
City Hotel,0,4,2016,1,3,1,Transient,GBR,115.13,4,460.51,No Deposit,TA/TO,Online TA
City Hotel,1,13,2017,8,0,0,Transient-Party,PRT,164.24,1,0.0,No Deposit,TA/TO,Direct
City Hotel,0,4,2016,7,0,0,Transient,FRA,107.23,1,107.23,Non Refund,TA/TO,Groups
City Hotel,1,37,2016,8,1,3,Transient,GBR,38.99,4,0.0,No Deposit,GDS,Online TA
Resort Hotel,1,132,2015,11,2,0,Transient,ESP,116.9,2,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,22,2015,8,2,0,Transient,ESP,96.33,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,168,2015,8,2,1,Transient,ITA,138.95,3,416.86,No Deposit,TA/TO,Complementary
City Hotel,0,58,2016,11,2,0,Transient,ESP,72.44,2,144.87,No Deposit,TA/TO,Online TA
City Hotel,0,67,2016,4,0,1,Transient,CHN,114.46,1,114.46,No Deposit,TA/TO,Online TA
City Hotel,0,90,2016,5,2,2,Transient-Party,DEU,92.88,4,371.54,No Deposit,TA/TO,Online TA
Resort Hotel,0,121,2016,4,2,0,Transient-Party,DEU,73.28,2,146.56,No Deposit,TA/TO,Direct
City Hotel,0,26,2015,8,1,2,Transient,PRT,117.65,3,352.96,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,22,2016,4,2,2,Transient,DEU,109.38,4,437.54,No Deposit,TA/TO,Aviation
Resort Hotel,1,64,2016,5,0,0,Transient,PRT,159.31,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,57,2017,5,1,2,Transient,PRT,113.64,3,340.93,No Deposit,TA/TO,Online TA
City Hotel,1,22,2016,3,0,2,Transient,DEU,115.92,2,0.0,Refundable,TA/TO,Direct
Resort Hotel,0,67,2015,12,2,3,Transient,PRT,10.0,5,50.0,No Deposit,TA/TO,Direct
City Hotel,1,34,2017,10,2,0,Transient,BEL,109.66,2,0.0,Non Refund,TA/TO,Direct
City Hotel,0,68,2015,11,2,0,Transient,PRT,74.87,2,149.75,No Deposit,TA/TO,Direct
City Hotel,0,3,2016,5,0,0,Transient,PRT,152.23,1,152.23,No Deposit,TA/TO,Online TA
Resort Hotel,0,103,2015,7,1,3,Transient,GBR,98.75,4,395.02,Non Refund,Corporate,Corporate
City Hotel,1,57,2016,8,3,0,Transient,USA,67.28,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,3,2016,9,0,2,Transient,DEU,181.81,2,363.62,Non Refund,Direct,Online TA
Resort Hotel,0,6,2016,7,2,1,Transient,GBR,125.24,3,375.73,No Deposit,TA/TO,Groups
City Hotel,1,63,2017,10,0,2,Transient,BEL,99.16,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,200,2017,9,0,2,Transient,GBR,128.63,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,2,2016,4,2,0,Transient,DEU,76.76,2,153.51,No Deposit,TA/TO,Direct
City Hotel,0,21,2016,4,2,2,Transient,CHE,132.22,4,528.87,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,227,2015,4,2,0,Transient,GBR,74.42,2,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,86,2016,10,0,2,Transient,USA,117.4,2,234.79,No Deposit,Corporate,Groups
City Hotel,0,0,2016,6,0,1,Transient,ITA,135.66,1,135.66,Non Refund,TA/TO,Online TA
Resort Hotel,0,8,2015,11,0,0,Transient-Party,DEU,123.87,1,123.87,No Deposit,TA/TO,Online TA
City Hotel,0,164,2016,10,1,2,Transient,PRT,61.37,3,184.1,No Deposit,TA/TO,Online TA
City Hotel,0,15,2016,8,1,0,Transient,PRT,90.23,1,90.23,Refundable,TA/TO,Online TA
Resort Hotel,0,14,2017,11,0,2,Transient,FRA,77.05,2,154.1,No Deposit,Direct,Corporate
City Hotel,0,9,2016,10,2,1,Transient,ROU,44.58,3,133.75,No Deposit,TA/TO,Online TA
City Hotel,0,51,2017,8,2,1,Transient,BRA,109.59,3,328.77,Non Refund,GDS,Groups
Resort Hotel,0,127,2016,8,1,3,Transient,FRA,29.01,4,116.03,Non Refund,Direct,Direct
City Hotel,0,191,2015,10,0,0,Transient,PRT,86.72,1,86.72,No Deposit,TA/TO,Online TA
Resort Hotel,0,134,2016,1,1,1,Transient,FRA,93.52,2,187.05,No Deposit,TA/TO,Corporate
Resort Hotel,0,64,2017,7,3,0,Transient,POL,104.69,3,314.07,No Deposit,TA/TO,Corporate
City Hotel,1,154,2015,5,1,1,Transient,NLD,130.42,2,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,28,2017,10,1,1,Transient-Party,IRL,139.58,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,178,2015,10,2,1,Transient,GBR,90.65,3,271.94,No Deposit,TA/TO,Online TA
Resort Hotel,0,30,2015,9,2,2,Group,PRT,91.38,4,365.51,No Deposit,TA/TO,Online TA
Resort Hotel,0,126,2017,12,0,2,Transient,DEU,39.14,2,78.29,No Deposit,TA/TO,Groups
City Hotel,0,21,2015,9,0,0,Transient,RUS,94.47,1,94.47,No Deposit,TA/TO,Online TA
City Hotel,1,33,2015,9,2,1,Transient-Party,PRT,70.96,3,0.0,No Deposit,TA/TO,Complementary
Resort Hotel,0,11,2015,5,0,0,Transient,ESP,84.48,1,84.48,No Deposit,TA/TO,Online TA
Resort Hotel,0,31,2016,11,0,1,Transient,PRT,80.25,1,80.25,No Deposit,TA/TO,Online TA
Resort Hotel,0,37,2015,4,3,0,Transient,PRT,88.87,3,266.62,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,426,2015,11,1,2,Transient,FRA,140.03,3,420.08,No Deposit,TA/TO,Online TA
City Hotel,0,23,2017,7,0,1,Transient,FRA,92.68,1,92.68,No Deposit,TA/TO,Online TA
City Hotel,0,173,2015,4,1,2,Transient,IRL,109.46,3,328.38,No Deposit,TA/TO,Complementary
Resort Hotel,1,179,2016,7,0,1,Transient,GBR,76.88,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,127,2015,10,2,0,Contract,DEU,92.93,2,185.85,No Deposit,TA/TO,Online TA
Resort Hotel,0,12,2017,11,1,0,Transient,GBR,93.51,1,93.51,No Deposit,TA/TO,Online TA
Resort Hotel,0,29,2016,7,1,0,Transient,FRA,74.24,1,74.24,No Deposit,TA/TO,Online TA
Resort Hotel,0,16,2017,6,0,3,Transient,USA,44.94,3,134.82,No Deposit,TA/TO,Corporate
City Hotel,0,86,2016,10,0,0,Group,FRA,154.02,1,154.02,No Deposit,Corporate,Groups
Resort Hotel,1,3,2016,11,1,1,Contract,PRT,91.42,2,0.0,Non Refund,TA/TO,Corporate
City Hotel,0,1,2015,8,0,2,Transient,BRA,80.82,2,161.64,No Deposit,TA/TO,Corporate
City Hotel,0,24,2015,3,1,2,Transient,IRL,108.86,3,326.59,No Deposit,Corporate,Groups
Resort Hotel,0,83,2016,8,1,0,Transient,NOR,60.86,1,60.86,No Deposit,TA/TO,Direct
Resort Hotel,0,36,2015,3,0,1,Transient-Party,ITA,78.91,1,78.91,No Deposit,TA/TO,Corporate
City Hotel,0,3,2016,11,2,0,Transient,DEU,118.57,2,237.13,No Deposit,TA/TO,Groups
Resort Hotel,1,116,2016,12,0,3,Transient-Party,DEU,71.8,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,46,2016,6,0,2,Transient,USA,56.29,2,112.59,No Deposit,TA/TO,Online TA
Resort Hotel,1,249,2017,5,1,0,Contract,PRT,88.36,1,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,1,22,2015,3,2,0,Transient,PRT,81.65,2,0.0,No Deposit,TA/TO,Aviation
City Hotel,1,571,2017,10,0,3,Transient,PRT,67.88,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,53,2016,10,1,0,Transient,BEL,109.5,1,109.5,Non Refund,TA/TO,Offline TA/TO
City Hotel,0,61,2017,8,0,4,Transient,PRT,130.45,4,521.79,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,59,2016,7,1,1,Transient,DEU,122.11,2,0.0,No Deposit,TA/TO,Groups
City Hotel,0,128,2015,10,1,2,Transient-Party,PRT,92.59,3,277.78,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,6,2015,8,3,0,Transient,CHE,100.35,3,301.05,No Deposit,Direct,Online TA
City Hotel,1,133,2017,2,1,2,Transient,GBR,124.8,3,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,10,2016,1,3,3,Transient,BRA,103.5,6,620.98,No Deposit,TA/TO,Online TA
City Hotel,1,56,2015,4,1,0,Transient,USA,94.64,1,0.0,No Deposit,TA/TO,Complementary
Resort Hotel,1,46,2015,8,1,2,Transient,ITA,169.84,3,0.0,No Deposit,TA/TO,Direct
Resort Hotel,0,157,2017,4,1,3,Transient,PRT,122.61,4,490.42,No Deposit,TA/TO,Online TA
City Hotel,1,82,2016,10,0,1,Transient-Party,ESP,113.66,1,0.0,Non Refund,Direct,Online TA
City Hotel,0,272,2016,11,1,0,Transient,GBR,104.61,1,104.61,No Deposit,TA/TO,Online TA
City Hotel,0,34,2015,1,1,1,Transient,FRA,96.59,2,193.18,No Deposit,Direct,Online TA
Resort Hotel,0,100,2016,10,1,0,Transient,PRT,84.37,1,84.37,No Deposit,TA/TO,Corporate
City Hotel,1,688,2016,11,1,0,Contract,PRT,78.09,1,0.0,No Deposit,TA/TO,Corporate
City Hotel,0,6,2017,8,0,0,Transient,NLD,125.59,1,125.59,No Deposit,TA/TO,Direct
Resort Hotel,0,232,2015,12,2,1,Transient,AUS,108.01,3,324.02,No Deposit,TA/TO,Online TA
